rental_date,rental_time,place_code,place_name,rental_category,gender,age,count,exercise,carbon,travel_distance,travel_time
2024-01-01,00,230,영등포구청역 1번출구,정기,F,~10대,1,31.27,0.39,1680,155
2024-01-01,00,315,신한은행 안국역지점 옆,정기,F,20대,1,47.32,0.55,2390,15
2024-01-01,00,328,탑골공원 앞,정기,F,20대,1,57.92,0.52,2250,13
2024-01-01,00,175,홍연2교옆,정기,F,20대,1,133.29,1.53,6600,43
2024-01-01,00,817,삼각지역 4번출구 앞,정기,F,20대,1,33.88,0.32,1380,8
2024-01-01,00,906,연신내역 5번출구150M 아래,정기,F,20대,1,31.24,0.37,1610,11
2024-01-01,00,927,연신내역 3번출구 인근,정기,F,20대,1,113.69,0.77,3300,21
2024-01-01,00,307,서울역사박물관 앞,정기,F,30대,2,109.93,1.05,4550,43
2024-01-01,00,327,낙원상가 옆,정기,F,30대,1,56.63,0.51,2200,18
2024-01-01,00,335,종로3가역 15번출구 앞,정기,F,30대,1,72.5,0.83,3590,24
2024-01-01,00,113,홍대입구역 2번출구 앞,정기,F,30대,1,62.73,0.61,2640,16
2024-01-01,00,419,홈플러스 앞,정기,F,30대,1,85.97,0.77,3340,20
2024-01-01,00,716,신정6동 주민센터 인근,정기,F,40대,1,15.68,0.15,660,30
2024-01-01,00,326,안국역 5번출구 앞,정기,F,60대,1,68.07,0.44,1910,14
2024-01-01,00,327,낙원상가 옆,정기,F,60대,1,11.76,0.08,330,4
2024-01-01,00,900,은평예술회관,정기,M,~10대,1,135.16,0.85,3670,19
2024-01-01,00,216,삼부아파트1동 앞,정기,M,~10대,1,51.14,0.48,2050,20
2024-01-01,00,109,제일빌딩 앞,정기,M,20대,1,15.25,0.18,770,6
2024-01-01,00,315,신한은행 안국역지점 옆,정기,M,20대,1,71.58,0.56,2410,16
2024-01-01,00,326,안국역 5번출구 앞,정기,M,20대,1,107,0.9,3860,15
2024-01-01,00,328,탑골공원 앞,정기,M,20대,1,67.44,0.61,2620,16
2024-01-01,00,111,상수역 2번출구 앞,정기,M,20대,1,80.05,0.72,3110,16
2024-01-01,00,334,종로3가역 2번출구 뒤,정기,M,20대,1,82.76,0.56,2430,22
2024-01-01,00,112,극동방송국 앞,정기,M,20대,1,68.47,0.62,2660,14
2024-01-01,00,347,동대문역사문화공원역 9번출구 앞,정기,M,20대,1,40.99,0.32,1380,11
2024-01-01,00,361,동묘앞역 1번출구 뒤,정기,M,20대,1,101.93,0.54,2340,12
2024-01-01,00,114,홍대입구역 8번출구 앞,정기,M,20대,1,213.9,1.93,8310,36
2024-01-01,00,119,서강나루 공원,정기,M,20대,1,105.61,0.88,3810,21
2024-01-01,00,162,봉원고가차도 밑,정기,M,20대,1,69.3,0.58,2500,11
2024-01-01,00,172,서대문소방서,정기,M,20대,1,674.31,5.49,23650,8
2024-01-01,00,236,문래동자이아파트 앞,정기,M,20대,1,58.94,0.53,2290,11
2024-01-01,00,704,남부법원검찰청 교차로,정기,M,20대,1,44.49,0.32,1370,6
2024-01-01,00,230,영등포구청역 1번출구,정기,M,20대,1,26.93,0.2,850,3
2024-01-01,00,905,구파발역 2번출구,정기,M,20대,1,52.8,0.46,1990,8
2024-01-01,00,906,연신내역 5번출구150M 아래,정기,M,20대,1,129.02,0.84,3620,24
2024-01-01,00,916,평생학습관 앞,정기,M,20대,1,34.23,0.31,1330,7
2024-01-01,00,223,진주아파트상가 앞,정기,M,20대,1,77.34,0.49,2100,21
2024-01-01,00,318,광교사거리 남측,정기,M,30대,1,29.01,0.23,990,4
2024-01-01,00,146,마포역 1번출구 뒤,정기,M,30대,1,49.01,0.38,1650,6
2024-01-01,00,148,용강동 주민센터 앞,정기,M,30대,1,65.7,0.49,2100,11
2024-01-01,00,165,중앙근린공원,정기,M,30대,1,32.12,0.24,1040,6
2024-01-01,00,600,휘경2동 주민센터,정기,M,30대,1,70.82,0.57,2450,8
2024-01-01,00,232,양평우림 이비즈센타 앞,정기,M,30대,1,166.65,1.16,5010,20
2024-01-01,00,237,보라매 두산위브 건너편,정기,M,30대,1,48.41,0.38,1630,8
2024-01-01,00,240,문래역 4번출구 앞,정기,M,30대,1,18.84,0.16,670,2
2024-01-01,00,194,증산교 앞,정기,M,30대,1,90.95,0.54,2320,12
2024-01-01,00,195,모래내고가차도,정기,M,30대,1,265.89,2.4,10330,40
2024-01-01,00,140,이화여대 후문,정기,M,30대,1,1.52,0.01,50,7
2024-01-01,00,139,연세대 정문 건너편,정기,M,30대,1,52.51,0.47,2040,7
2024-01-01,00,925,불광역 2번출구,정기,M,30대,1,61.25,0.48,2090,10
2024-01-01,00,213,KT앞,정기,M,30대,1,106.56,0.69,2990,19
2024-01-01,00,106,합정역 7번출구 앞,정기,M,30대,1,122.14,1.04,4470,23
2024-01-01,00,300,정동사거리,정기,M,40대,1,37.38,0.27,1180,8
2024-01-01,00,308,광화문 S타워 앞,정기,M,40대,1,228.81,2.23,9630,42
2024-01-01,00,322,명동성당 앞,정기,M,40대,1,120.61,0.98,4230,24
2024-01-01,00,117,홍은사거리,정기,M,40대,1,24.24,0.2,850,4
2024-01-01,00,536,행당역 2번출구 앞,정기,M,40대,1,76.98,0.56,2430,14
2024-01-01,00,127,현대벤처빌 앞,정기,M,40대,1,55.24,0.43,1860,12
2024-01-01,00,185,마포 신수공원 앞,정기,M,40대,1,71.04,0.53,2300,11
2024-01-01,00,819,선린인터넷 고등학교,정기,M,40대,1,44.19,0.43,1860,6
2024-01-01,00,933,LG서비스 역촌점,정기,M,40대,1,57.1,0.48,2060,11
2024-01-01,00,300,정동사거리,정기,M,50대,1,10.23,0.09,380,3
2024-01-01,00,539,군자교교차로,정기,M,50대,1,44.48,0.36,1560,9
2024-01-01,00,175,홍연2교옆,일일(회원),F,20대,1,202.08,2.82,12150,60
2024-01-01,00,811,녹사평역1번출구,일일(회원),F,20대,1,44.45,0.57,2440,22
2024-01-01,00,639,서울시립대 후문,일일(회원),F,20대,1,55.2,0.61,2630,13
2024-01-01,00,567,성수역 2번출구 앞,일일(회원),F,30대,1,25.74,0.29,1250,10
2024-01-01,00,180,충정로역 7번출구 뒤,일일(회원),M,~10대,1,40.55,0.37,1600,6
2024-01-01,00,326,안국역 5번출구 앞,일일(회원),M,20대,2,435.85,3.59,15500,163
2024-01-01,00,328,탑골공원 앞,일일(회원),M,20대,1,60.23,0.53,2270,13
2024-01-01,00,112,극동방송국 앞,일일(회원),M,20대,1,61.54,0.6,2590,14
2024-01-01,00,536,행당역 2번출구 앞,일일(회원),M,20대,1,44.21,0.34,1450,9
2024-01-01,00,825,서빙고동 주민센터 앞,일일(회원),M,30대,1,87,0.78,3380,14
2024-01-01,00,330,청계천 한빛광장,일일(회원),M,40대,1,63.2,0.53,2280,17
2024-01-01,00,334,종로3가역 2번출구 뒤,일일(비회원),M,20대,1,125.02,1.05,4510,54
2024-01-01,00,811,녹사평역1번출구,일일(비회원),M,40대,1,67.64,0.57,2440,23
2024-01-01,00,318,광교사거리 남측,단체,M,40대,2,115.32,0.84,3640,71
2024-01-01,01,324,신세계백화점 본점 앞,정기,F,20대,1,123.55,1.11,4800,28
2024-01-01,01,113,홍대입구역 2번출구 앞,정기,F,20대,1,38.1,0.34,1480,8
2024-01-01,01,142,아현역 4번출구 앞,정기,F,20대,1,115,1.4,6050,37
2024-01-01,01,146,마포역 1번출구 뒤,정기,F,20대,1,13.22,0.15,630,6
2024-01-01,01,521,왕십리역 11번 출구 앞,정기,F,20대,1,23.68,0.21,920,6
2024-01-01,01,130,신촌역(2호선) 7번출구 앞,정기,F,20대,1,28.06,0.25,1090,5
2024-01-01,01,905,구파발역 2번출구,정기,F,20대,1,33.15,0.36,1550,8
2024-01-01,01,917,녹번역 4번출구,정기,F,20대,1,68.47,0.62,2660,16
2024-01-01,01,308,광화문 S타워 앞,정기,F,30대,1,33.86,0.4,1710,13
2024-01-01,01,384,종로학원본원,정기,F,30대,1,23.68,0.21,920,8
2024-01-01,01,146,마포역 1번출구 뒤,정기,F,30대,1,124.64,1.2,5160,32
2024-01-01,01,173,서대문역 8번출구 앞,정기,F,30대,2,138.01,1.74,7490,82
2024-01-01,01,623,서울시립대 정문 앞,정기,F,30대,1,32.08,0.38,1620,4
2024-01-01,01,818,숙명여대 입구 교차로,정기,F,30대,1,28.83,0.26,1120,6
2024-01-01,01,358,성대입구 사거리,정기,F,40대,1,9.71,0.1,430,2
2024-01-01,01,321,KEB 하나은행 본점 앞,정기,F,50대,1,37.56,0.43,1860,8
2024-01-01,01,134,연세로 명물길,정기,M,~10대,1,73.06,0.57,2460,11
2024-01-01,01,505,자양사거리 광진아크로텔 앞,정기,M,20대,2,75.02,0.68,2960,15
2024-01-01,01,512,뚝섬역 1번 출구 옆,정기,M,20대,1,194.59,1.36,5850,28
2024-01-01,01,109,제일빌딩 앞,정기,M,20대,1,51.91,0.52,2260,12
2024-01-01,01,334,종로3가역 2번출구 뒤,정기,M,20대,1,15.9,0.13,550,3
2024-01-01,01,342,대학로 마로니에공원,정기,M,20대,1,82.97,0.67,2870,17
2024-01-01,01,113,홍대입구역 2번출구 앞,정기,M,20대,1,35.99,0.35,1490,7
2024-01-01,01,118,광흥창역 2번출구 앞,정기,M,20대,2,82.19,0.53,2270,32
2024-01-01,01,146,마포역 1번출구 뒤,정기,M,20대,1,19.63,0.16,670,6
2024-01-01,01,148,용강동 주민센터 앞,정기,M,20대,1,17,0.13,580,2
2024-01-01,01,126,서강대 후문 옆,정기,M,20대,1,31.15,0.33,1430,7
2024-01-01,01,127,현대벤처빌 앞,정기,M,20대,1,61.78,0.56,2400,8
2024-01-01,01,128,신촌역(2호선) 1번출구 옆,정기,M,20대,2,118.06,0.92,3980,19
2024-01-01,01,700,KB국민은행 염창역 지점 앞,정기,M,20대,1,53.89,0.44,1890,10
2024-01-01,01,704,남부법원검찰청 교차로,정기,M,20대,1,50.39,0.47,2020,10
2024-01-01,01,132,창천문화공원,정기,M,20대,1,104.07,1.02,4380,24
2024-01-01,01,559,왕십리역 4번 출구 건너편,정기,M,20대,1,64.86,0.58,2520,15
2024-01-01,01,631,답십리역 1번출구,정기,M,20대,1,61.87,0.58,2480,15
2024-01-01,01,634,외국어대 정문 앞,정기,M,20대,2,105.79,0.93,4030,34
2024-01-01,01,818,숙명여대 입구 교차로,정기,M,20대,1,168.6,1.52,6550,16
2024-01-01,01,224,롯데캐슬 앞,정기,M,20대,1,26.64,0.27,1160,4
2024-01-01,01,107,신한은행 서교동금융센터점 앞,정기,M,20대,1,19.6,0.15,660,3
2024-01-01,01,108,서교동 사거리,정기,M,30대,1,145.79,1.1,4720,19
2024-01-01,01,308,광화문 S타워 앞,정기,M,30대,1,55.44,0.41,1750,13
2024-01-01,01,313,서울역 광장 파출소 옆,정기,M,30대,1,103.4,0.87,3730,20
2024-01-01,01,110,사천교,정기,M,30대,1,23.16,0.2,860,2
2024-01-01,01,329,청계2가 사거리 옆,정기,M,30대,1,268.25,2.62,11290,46
2024-01-01,01,153,성산2교 사거리,정기,M,30대,1,80,0.63,2730,12
2024-01-01,01,540,군자역 7번출구 베스트샵 앞,정기,M,30대,1,96.44,0.69,2970,33
2024-01-01,01,248,초원아파트 앞,정기,M,30대,1,98.84,0.89,3840,17
2024-01-01,01,634,외국어대 정문 앞,정기,M,30대,1,33.54,0.28,1210,9
2024-01-01,01,818,숙명여대 입구 교차로,정기,M,30대,1,196.91,1.77,7650,34
2024-01-01,01,402,상암월드컵파크 9단지 앞,정기,M,30대,1,53.8,0.33,1430,8
2024-01-01,01,107,신한은행 서교동금융센터점 앞,정기,M,30대,1,146.36,1.3,5600,27
2024-01-01,01,179,가좌역 4번출구 앞,정기,M,40대,1,31.6,0.26,1140,5
2024-01-01,01,640,KEB하나은행 청량리역지점,정기,M,40대,1,0,0,0,33
2024-01-01,01,318,광교사거리 남측,정기,M,50대,1,24.67,0.22,930,6
2024-01-01,01,327,낙원상가 옆,정기,M,50대,1,64.21,0.56,2420,11
2024-01-01,01,348,독립문역 사거리,정기,M,50대,1,31.51,0.27,1170,7
2024-01-01,01,324,신세계백화점 본점 앞,일일(회원),M,20대,1,77.97,0.83,3580,20
2024-01-01,01,374,청구역 2번출구 앞,일일(회원),M,20대,1,217.34,1.79,7730,32
2024-01-01,01,114,홍대입구역 8번출구 앞,일일(회원),M,20대,1,294.74,1.92,8270,47
2024-01-01,01,143,공덕역 2번출구,일일(회원),M,20대,1,61.52,0.55,2390,10
2024-01-01,01,540,군자역 7번출구 베스트샵 앞,일일(회원),M,20대,1,31.66,0.29,1230,7
2024-01-01,01,602,장안동 사거리,일일(회원),M,20대,1,134.32,0.98,4240,25
2024-01-01,01,244,영등포삼환아파트 앞,일일(회원),M,20대,1,108.11,0.97,4200,19
2024-01-01,01,248,초원아파트 앞,일일(회원),M,20대,1,359.67,2.81,12110,55
2024-01-01,01,128,신촌역(2호선) 1번출구 옆,일일(회원),M,20대,1,54.65,0.53,2300,15
2024-01-01,01,106,합정역 7번출구 앞,일일(회원),M,20대,1,44.02,0.4,1710,12
2024-01-01,01,160,북아현동 가구거리,일일(회원),M,30대,1,178.17,1.37,5920,46
2024-01-01,01,127,현대벤처빌 앞,일일(회원),M,30대,1,53.56,0.45,1960,14
2024-01-01,01,905,구파발역 2번출구,일일(회원),M,30대,1,52.77,0.48,2050,9
2024-01-01,01,111,상수역 2번출구 앞,일일(회원),M,40대,1,86.25,0.84,3630,18
2024-01-01,01,388,동성중학교 앞,일일(회원),M,40대,1,155.03,1.21,5220,26
2024-01-01,01,113,홍대입구역 2번출구 앞,일일(회원),M,50대,1,72.14,0.61,2640,14
2024-01-01,01,324,신세계백화점 본점 앞,일일(비회원),M,20대,1,96.53,0.87,3750,26
2024-01-01,01,932,예일여중,일일(비회원),M,20대,2,225.42,1.76,7590,44
2024-01-01,01,160,북아현동 가구거리,일일(비회원),M,30대,2,327.78,2.7,11660,73
2024-01-01,01,811,녹사평역1번출구,일일(2시간권),F,20대,1,403.46,3.33,14350,134
2024-01-01,01,811,녹사평역1번출구,일일(2시간권),M,20대,1,431.58,3.33,14340,132
2024-01-01,02,554,아차산역 사거리,정기,F,~10대,1,34.85,0.41,1760,6
2024-01-01,02,328,탑골공원 앞,정기,F,20대,1,110.88,1.16,5000,47
2024-01-01,02,346,맥스타일 앞,정기,F,20대,1,56.37,0.51,2190,17
2024-01-01,02,573,구의문주차장 앞,정기,F,20대,1,68.19,0.67,2870,13
2024-01-01,02,901,응암1동사무소,정기,F,20대,1,48.91,0.42,1790,13
2024-01-01,02,108,서교동 사거리,정기,F,30대,1,15.86,0.21,890,7
2024-01-01,02,514,성수사거리 버스정류장 앞,정기,M,20대,1,38.97,0.38,1640,56
2024-01-01,02,116,일진아이윌아파트 옆,정기,M,20대,1,63.63,0.48,2060,18
2024-01-01,02,329,청계2가 사거리 옆,정기,M,20대,1,32.93,0.25,1080,5
2024-01-01,02,111,상수역 2번출구 앞,정기,M,20대,1,323.9,2.64,11360,58
2024-01-01,02,334,종로3가역 2번출구 뒤,정기,M,20대,2,72.14,0.53,2300,13
2024-01-01,02,347,동대문역사문화공원역 9번출구 앞,정기,M,20대,1,68.84,0.66,2850,23
2024-01-01,02,146,마포역 1번출구 뒤,정기,M,20대,1,141.54,1.12,4830,23
2024-01-01,02,153,성산2교 사거리,정기,M,20대,1,92.34,0.61,2620,16
2024-01-01,02,159,이대역 4번 출구,정기,M,20대,1,274.03,1.61,6920,34
2024-01-01,02,124,서강대 정문 건너편,정기,M,20대,1,276.17,2.57,11070,53
2024-01-01,02,125,서강대 남문 옆,정기,M,20대,1,34.69,0.34,1460,7
2024-01-01,02,127,현대벤처빌 앞,정기,M,20대,1,65.93,0.43,1850,5
2024-01-01,02,258,신길역3번출구,정기,M,20대,1,847.18,5.06,21830,86
2024-01-01,02,811,녹사평역1번출구,정기,M,20대,1,38.74,0.31,1340,3
2024-01-01,02,194,증산교 앞,정기,M,20대,1,78.65,0.77,3310,23
2024-01-01,02,579,마장역 4번출구,정기,M,20대,2,93.42,0.78,3370,14
2024-01-01,02,140,이화여대 후문,정기,M,20대,1,238.95,2,8620,39
2024-01-01,02,199,서울 월드컵 경기장,정기,M,20대,1,104.73,0.71,3040,14
2024-01-01,02,584,광진광장 교통섬,정기,M,20대,1,49.53,0.55,2360,13
2024-01-01,02,421,마포구청 앞,정기,M,20대,1,16.88,0.11,490,3
2024-01-01,02,409,누리꿈스퀘어 옆,정기,M,20대,1,90.26,0.61,2620,13
2024-01-01,02,358,성대입구 사거리,정기,M,30대,1,47.9,0.45,1920,7
2024-01-01,02,154,마포구청역,정기,M,30대,1,46.85,0.4,1740,8
2024-01-01,02,540,군자역 7번출구 베스트샵 앞,정기,M,30대,1,95.93,0.75,3230,20
2024-01-01,02,102,망원역 1번출구 앞,정기,M,30대,1,26.52,0.22,930,6
2024-01-01,02,214,금융감독원 앞,정기,M,30대,1,45.05,0.41,1750,9
2024-01-01,02,364,창신역 1번출구 앞,정기,M,40대,1,147.64,1.11,4780,25
2024-01-01,02,113,홍대입구역 2번출구 앞,정기,M,40대,1,18.28,0.16,710,4
2024-01-01,02,605,신설동역8번출구,정기,M,40대,1,3198.61,26.77,115390,34
2024-01-01,02,565,옥수역 3번출구,정기,M,40대,1,10.26,0.09,370,39
2024-01-01,02,328,탑골공원 앞,정기,M,50대,1,161.54,1.21,5230,53
2024-01-01,02,553,중곡 성원APT 앞,정기,M,50대,1,26.73,0.21,900,5
2024-01-01,02,315,신한은행 안국역지점 옆,일일(회원),F,20대,1,60.94,0.63,2700,14
2024-01-01,02,114,홍대입구역 8번출구 앞,일일(회원),F,20대,1,60.19,0.71,3040,28
2024-01-01,02,825,서빙고동 주민센터 앞,일일(회원),F,20대,1,230.37,2.33,10030,54
2024-01-01,02,419,홈플러스 앞,일일(회원),F,30대,1,138.28,1.35,5820,28
2024-01-01,02,104,합정역 1번출구 앞,일일(회원),M,~10대,1,29.6,0.27,1150,7
2024-01-01,02,305,종로구청 옆,일일(회원),M,20대,3,65.88,0.58,2520,25
2024-01-01,02,332,을지로2가 사거리 남측,일일(회원),M,20대,1,105.36,0.73,3130,14
2024-01-01,02,346,맥스타일 앞,일일(회원),M,20대,1,58.11,0.51,2190,17
2024-01-01,02,118,광흥창역 2번출구 앞,일일(회원),M,20대,1,55.6,0.5,2160,6
2024-01-01,02,114,홍대입구역 8번출구 앞,일일(회원),M,20대,2,134.64,1.03,4410,42
2024-01-01,02,520,상왕십리역 4번 출구 앞,일일(회원),M,20대,1,169.8,1.24,5360,36
2024-01-01,02,543,구의공원(테크노마트 앞),일일(회원),M,20대,1,198.1,1.57,6760,30
2024-01-01,02,624,전농동 동아아파트 앞,일일(회원),M,20대,1,25.74,0.23,1000,4
2024-01-01,02,102,망원역 1번출구 앞,일일(회원),M,20대,1,22.14,0.2,860,6
2024-01-01,02,361,동묘앞역 1번출구 뒤,일일(회원),M,30대,1,200.74,1.55,6670,34
2024-01-01,02,810,이태원지하보도,일일(회원),M,30대,1,49.93,0.46,1970,7
2024-01-01,02,102,망원역 1번출구 앞,일일(회원),M,30대,1,122.96,0.8,3450,20
2024-01-01,02,917,녹번역 4번출구,일일(회원),M,30대,1,21.62,0.21,910,9
2024-01-01,02,146,마포역 1번출구 뒤,일일(회원),M,40대,1,87,0.78,3380,40
2024-01-01,03,113,홍대입구역 2번출구 앞,정기,F,20대,1,41.88,0.33,1410,9
2024-01-01,03,159,이대역 4번 출구,정기,F,20대,1,97.57,1.02,4400,41
2024-01-01,03,617,청솔우성아파트 앞,정기,F,40대,1,12.1,0.11,470,4
2024-01-01,03,342,대학로 마로니에공원,정기,M,20대,1,179.63,1.42,6130,29
2024-01-01,03,112,극동방송국 앞,정기,M,20대,1,40.1,0.31,1350,16
2024-01-01,03,113,홍대입구역 2번출구 앞,정기,M,20대,1,42.47,0.33,1430,9
2024-01-01,03,548,자양나들목,정기,M,20대,2,86.92,0.79,3430,19
2024-01-01,03,138,신촌동 제1공영주차장 앞,정기,M,20대,1,34.45,0.27,1160,6
2024-01-01,03,500,어린이대공원역 3번출구 앞,정기,M,20대,1,30.29,0.24,1020,4
2024-01-01,03,508,성수아카데미타워 앞,정기,M,30대,1,21.88,0.2,850,6
2024-01-01,03,109,제일빌딩 앞,정기,M,30대,1,190.71,1.4,6020,32
2024-01-01,03,329,청계2가 사거리 옆,정기,M,30대,1,80.05,0.72,3110,12
2024-01-01,03,145,공덕역 5번출구,정기,M,30대,1,22.55,0.17,730,3
2024-01-01,03,549,아차산역 3번출구,정기,M,30대,1,95.59,0.69,2980,9
2024-01-01,03,411,DMC홍보관,정기,M,30대,1,53.42,0.33,1420,12
2024-01-01,03,503,더샵스타시티 C동 앞,정기,M,40대,1,112.23,1.01,4360,27
2024-01-01,03,109,제일빌딩 앞,정기,M,40대,1,75.06,0.56,2430,11
2024-01-01,03,114,홍대입구역 8번출구 앞,정기,M,40대,2,232.46,1.99,8580,22
2024-01-01,03,565,옥수역 3번출구,정기,M,40대,1,14.69,0.12,530,46
2024-01-01,03,159,이대역 4번 출구,정기,M,50대,1,139.61,1.05,4520,41
2024-01-01,03,559,왕십리역 4번 출구 건너편,정기,M,50대,1,69.85,0.58,2520,13
2024-01-01,03,138,신촌동 제1공영주차장 앞,정기,M,50대,1,50.09,0.47,2040,9
2024-01-01,03,113,홍대입구역 2번출구 앞,일일(회원),F,20대,2,1.99,0.02,90,6
2024-01-01,03,114,홍대입구역 8번출구 앞,일일(회원),F,20대,1,45.37,0.47,2010,17
2024-01-01,03,170,가재울 뉴타운 주유소 옆,일일(회원),F,20대,1,33.73,0.39,1670,18
2024-01-01,03,328,탑골공원 앞,일일(회원),M,20대,1,22.65,0.2,880,4
2024-01-01,03,158,독립문 어린이 공원,일일(회원),M,20대,1,85.71,0.77,3330,17
2024-01-01,03,170,가재울 뉴타운 주유소 옆,일일(회원),M,20대,1,42.47,0.38,1650,11
2024-01-01,03,244,영등포삼환아파트 앞,일일(회원),M,20대,1,72.23,0.44,1900,13
2024-01-01,03,133,해담는다리,일일(회원),M,20대,1,342.5,2.23,9610,42
2024-01-01,03,802,한강진역 2번 출구 앞,일일(회원),M,30대,1,74.76,0.55,2360,16
2024-01-01,03,812,용산전쟁기념관,일일(회원),M,30대,1,97.28,0.67,2890,22
2024-01-01,03,617,청솔우성아파트 앞,일일(회원),M,40대,1,222.39,1.67,7200,33
2024-01-01,03,719,홍익병원앞 교차로,일일(회원),M,40대,1,50.55,0.43,1850,8
2024-01-01,04,168,남가좌동 사거리,정기,F,20대,1,37.47,0.39,1660,8
2024-01-01,04,216,삼부아파트1동 앞,정기,F,20대,1,25.49,0.26,1110,7
2024-01-01,04,347,동대문역사문화공원역 9번출구 앞,정기,F,50대,1,88.15,0.86,3710,16
2024-01-01,04,108,서교동 사거리,정기,M,20대,1,92.66,0.54,2340,13
2024-01-01,04,113,홍대입구역 2번출구 앞,정기,M,20대,1,32.53,0.36,1550,9
2024-01-01,04,194,증산교 앞,정기,M,20대,1,42.47,0.38,1650,9
2024-01-01,04,579,마장역 4번출구,정기,M,20대,1,172.85,1.35,5820,28
2024-01-01,04,571,어린이대공원역6번출구,정기,M,20대,1,77.3,0.57,2440,13
2024-01-01,04,926,불광역 8번출구,정기,M,20대,1,27.8,0.25,1080,6
2024-01-01,04,106,합정역 7번출구 앞,정기,M,20대,1,48.23,0.4,1740,6
2024-01-01,04,118,광흥창역 2번출구 앞,정기,M,30대,1,111.38,0.67,2870,15
2024-01-01,04,614,용두동 사거리,정기,M,30대,1,327.93,2.96,12740,52
2024-01-01,04,247,당산역 10번출구 앞,정기,M,30대,1,30.49,0.26,1100,5
2024-01-01,04,318,광교사거리 남측,정기,M,40대,1,122.25,0.8,3430,18
2024-01-01,04,565,옥수역 3번출구,정기,M,40대,1,214.28,1.79,7730,40
2024-01-01,04,562,군자지하보도 앞,정기,M,50대,1,96.53,0.87,3750,12
2024-01-01,04,121,마포소방서 앞,일일(회원),F,20대,1,13.4,0.17,720,5
2024-01-01,04,103,망원역 2번출구 앞,일일(회원),F,20대,1,85.97,0.77,3340,37
2024-01-01,04,707,신정3동주민센터,일일(회원),M,20대,1,125.04,0.98,4210,19
2024-01-01,04,811,녹사평역1번출구,일일(회원),M,20대,2,254.68,2.46,10630,56
2024-01-01,04,137,NH농협 신촌지점 앞,일일(회원),M,20대,1,64.86,0.58,2520,11
2024-01-01,04,103,망원역 2번출구 앞,일일(회원),M,20대,1,84.17,0.76,3270,37
2024-01-01,04,182,망원2빗물펌프장 앞,일일(비회원),M,20대,1,376.66,2.6,11190,285
2024-01-01,05,349,사직동주민센터,정기,F,20대,1,21.7,0.2,870,7
2024-01-01,05,907,CJ 드림시티,정기,F,20대,1,49.84,0.5,2170,8
2024-01-01,05,916,평생학습관 앞,정기,F,20대,1,16.24,0.19,820,7
2024-01-01,05,341,혜화역 3번출구 뒤,정기,F,30대,1,15.52,0.13,560,3
2024-01-01,05,259,대방역6번출구,정기,F,30대,1,24.5,0.28,1190,6
2024-01-01,05,109,제일빌딩 앞,정기,M,~10대,1,62.96,0.49,2120,12
2024-01-01,05,217,NH농협은행 앞,정기,M,~10대,1,43.91,0.41,1760,18
2024-01-01,05,113,홍대입구역 2번출구 앞,정기,M,20대,1,33.16,0.25,1060,4
2024-01-01,05,381,장충체육관,정기,M,20대,1,21.29,0.19,840,3
2024-01-01,05,114,홍대입구역 8번출구 앞,정기,M,20대,1,71.28,0.56,2400,17
2024-01-01,05,533,우리은행 금호동 지점 앞,정기,M,20대,1,398.28,3.11,13410,54
2024-01-01,05,612,시립동부병원 앞 사거리,정기,M,20대,1,19.05,0.17,740,4
2024-01-01,05,587,KEB하나은행 성수중앙지점,정기,M,20대,1,112.94,1.07,4600,41
2024-01-01,05,373,청구 어린이공원,정기,M,30대,1,86.72,0.51,2190,13
2024-01-01,05,901,응암1동사무소,정기,M,30대,1,26.51,0.24,1030,3
2024-01-01,05,308,광화문 S타워 앞,정기,M,40대,1,19.37,0.17,730,3
2024-01-01,05,820,청파동입구 교차로,정기,M,40대,1,29.66,0.25,1070,7
2024-01-01,05,223,진주아파트상가 앞,정기,M,40대,1,34.67,0.24,1030,4
2024-01-01,05,166,가재울 초등학교,정기,M,50대,1,57.74,0.56,2430,11
2024-01-01,05,571,어린이대공원역6번출구,정기,M,50대,1,70.54,0.57,2440,12
2024-01-01,05,221,여의도초교 앞,정기,M,50대,2,97.62,0.78,3330,14
2024-01-01,05,224,롯데캐슬 앞,일일(회원),M,20대,1,28.06,0.25,1090,4
2024-01-01,05,500,어린이대공원역 3번출구 앞,일일(회원),M,20대,2,152.64,1.38,5930,41
2024-01-01,05,114,홍대입구역 8번출구 앞,단체,M,20대,2,66.92,0.6,2600,16
2024-01-01,06,374,청구역 2번출구 앞,정기,F,20대,1,43.64,0.44,1900,8
2024-01-01,06,119,서강나루 공원,정기,F,20대,1,27.54,0.25,1070,5
2024-01-01,06,135,명물길 원형무대 앞,정기,F,20대,1,133.45,1.56,6740,39
2024-01-01,06,530,청계벽산아파트 앞,정기,F,30대,1,13.72,0.15,630,2
2024-01-01,06,540,군자역 7번출구 베스트샵 앞,정기,F,30대,1,29.78,0.22,940,3
2024-01-01,06,308,광화문 S타워 앞,정기,F,50대,1,90.76,0.89,3820,17
2024-01-01,06,562,군자지하보도 앞,정기,F,50대,1,124.74,1.22,5250,21
2024-01-01,06,328,탑골공원 앞,정기,M,20대,1,14.72,0.14,590,4
2024-01-01,06,362,청계8가 사거리,정기,M,20대,1,20.47,0.18,760,2
2024-01-01,06,154,마포구청역,정기,M,20대,1,108.46,0.58,2490,23
2024-01-01,06,314,국립현대미술관,정기,M,50대,2,48.39,0.44,1880,10
